净值日期,单位净值,日增长率
2017-06-07,1.0,0.0
2017-06-09,1.0,0.0
2017-06-16,1.001,0.0
2017-06-23,1.001,0.0
2017-06-30,1.002,0.0
2017-07-06,1.002,0.0
2017-07-07,1.003,0.0998
2017-07-10,1.006,0.2991
2017-07-11,1.001,-0.497
2017-07-12,1.015,1.3986
2017-07-13,1.012,-0.2956
2017-07-14,1.019,0.6917
2017-07-17,1.004,-1.472
2017-07-18,1.007,0.2988
2017-07-19,1.019,1.1917
2017-07-20,1.032,1.2758
2017-07-21,1.041,0.8721
2017-07-24,1.021,-1.9212
2017-07-25,1.018,-0.2938
2017-07-26,1.019,0.0982
2017-07-27,1.009,-0.9814
2017-07-28,1.036,2.6759
2017-07-31,1.055,1.834
2017-08-01,1.061,0.5687
2017-08-02,1.057,-0.377
2017-08-03,1.05,-0.6623
2017-08-04,1.016,-3.2381
2017-08-07,1.032,1.5748
2017-08-08,1.02,-1.1628
2017-08-09,1.034,1.3725
2017-08-10,1.017,-1.6441
2017-08-11,0.987,-2.9499
2017-08-14,1.036,4.9645
2017-08-15,1.045,0.8687
2017-08-16,1.034,-1.0526
2017-08-17,1.041,0.677
2017-08-18,1.018,-2.2094
2017-08-21,1.027,0.8841
2017-08-22,1.04,1.2658
2017-08-23,1.027,-1.25
2017-08-24,1.019,-0.779
2017-08-25,1.038,1.8646
2017-08-28,1.06,2.1195
2017-08-29,1.055,-0.4717
2017-08-30,1.063,0.7583
2017-08-31,1.084,1.9755
2017-09-01,1.105,1.9373
2017-09-04,1.106,0.0905
2017-09-05,1.142,3.255
2017-09-06,1.18,3.3275
2017-09-07,1.165,-1.2712
2017-09-08,1.166,0.0858
2017-09-11,1.226,5.1458
2017-09-12,1.192,-2.7732
2017-09-13,1.211,1.594
2017-09-14,1.199,-0.9909
2017-09-15,1.191,-0.6672
2017-09-18,1.209,1.5113
2017-09-19,1.203,-0.4963
2017-09-20,1.223,1.6625
2017-09-21,1.206,-1.39
2017-09-22,1.189,-1.4096
2017-09-25,1.17,-1.598
2017-09-26,1.178,0.6838
2017-09-27,1.213,2.9711
2017-09-28,1.213,0.0
2017-09-29,1.208,-0.4122
2017-10-09,1.208,0.0
2017-10-10,1.194,-1.1589
2017-10-11,1.176,-1.5075
2017-10-12,1.167,-0.7653
2017-10-13,1.177,0.8569
2017-10-16,1.176,-0.085
2017-10-17,1.166,-0.8503
2017-10-18,1.149,-1.458
2017-10-19,1.156,0.6092
2017-10-20,1.19,2.9412
2017-10-23,1.185,-0.4202
2017-10-24,1.186,0.0844
2017-10-25,1.18,-0.5059
2017-10-26,1.186,0.5085
2017-10-27,1.186,0.0
2017-10-30,1.168,-1.5177
2017-10-31,1.198,2.5685
2017-11-01,1.216,1.5025
2017-11-02,1.221,0.4112
2017-11-03,1.214,-0.5733
2017-11-06,1.214,0.0
2017-11-07,1.211,-0.2471
2017-11-08,1.222,0.9083
2017-11-09,1.216,-0.491
2017-11-10,1.221,0.4112
2017-11-13,1.217,-0.3276
2017-11-14,1.184,-2.7116
2017-11-15,1.138,-3.8851
2017-11-16,1.134,-0.3515
2017-11-17,1.112,-1.94
2017-11-20,1.142,2.6978
2017-11-21,1.143,0.0876
2017-11-22,1.144,0.0875
2017-11-23,1.121,-2.0105
2017-11-24,1.128,0.6244
2017-11-27,1.076,-4.6099
2017-11-28,1.095,1.7658
2017-11-29,1.09,-0.4566
2017-11-30,1.089,-0.0917
2017-12-01,1.095,0.551
2017-12-04,1.088,-0.6393
2017-12-05,1.068,-1.8382
2017-12-06,1.068,0.0
2017-12-07,1.048,-1.8727
2017-12-08,1.066,1.7176
2017-12-11,1.093,2.5328
2017-12-12,1.107,1.2809
2017-12-13,1.103,-0.3613
2017-12-14,1.102,-0.0907
2017-12-15,1.081,-1.9056
2017-12-18,1.064,-1.5726
2017-12-19,1.069,0.4699
2017-12-20,1.069,0.0
2017-12-21,1.083,1.3096
2017-12-22,1.087,0.3693
2017-12-25,1.078,-0.828
2017-12-26,1.079,0.0928
2017-12-27,1.087,0.7414
2017-12-28,1.087,0.0
2017-12-29,1.089,0.184
2017-12-31,1.089,0.0
2018-01-02,1.096,0.6428
2018-01-03,1.132,3.2847
2018-01-04,1.146,1.2367
2018-01-05,1.145,-0.0873
2018-01-08,1.158,1.1354
2018-01-09,1.145,-1.1226
2018-01-10,1.126,-1.6594
2018-01-11,1.138,1.0657
2018-01-12,1.123,-1.3181
2018-01-15,1.079,-3.9181
2018-01-16,1.087,0.7414
2018-01-17,1.068,-1.7479
2018-01-18,1.077,0.8427
2018-01-19,1.08,0.2786
2018-01-22,1.089,0.8333
2018-01-23,1.104,1.3774
2018-01-24,1.107,0.2717
2018-01-25,1.103,-0.3613
2018-01-26,1.104,0.0907
2018-01-29,1.092,-1.087
2018-01-30,1.061,-2.8388
2018-01-31,1.07,0.8483
2018-02-01,1.044,-2.4299
2018-02-02,1.059,1.4368
2018-02-05,1.051,-0.7554
2018-02-06,1.012,-3.7108
2018-02-07,0.974,-3.7549
2018-02-08,0.963,-1.1294
2018-02-09,0.913,-5.1921
2018-02-12,0.937,2.6287
2018-02-13,0.949,1.2807
2018-02-14,0.965,1.686
2018-02-22,0.996,3.2124
2018-02-23,1.006,1.004
2018-02-26,1.024,1.7893
2018-02-27,1.007,-1.6602
2018-02-28,1.032,2.4826
2018-03-01,1.035,0.2907
2018-03-02,1.033,-0.1932
2018-03-05,1.052,1.8393
2018-03-06,1.052,0.0
2018-03-07,1.055,0.2852
2018-03-08,1.042,-1.2322
2018-03-09,1.069,2.5912
2018-03-12,1.115,4.3031
2018-03-13,1.111,-0.3587
2018-03-14,1.108,-0.27
2018-03-15,1.116,0.722
2018-03-16,1.101,-1.3441
2018-03-19,1.107,0.545
2018-03-20,1.104,-0.271
2018-03-21,1.082,-1.9928
2018-03-22,1.084,0.1848
2018-03-23,1.009,-6.9188
2018-03-26,1.045,3.5679
2018-03-27,1.074,2.7751
2018-03-28,1.053,-1.9553
2018-03-29,1.05,-0.2849
2018-03-30,1.066,1.5238
2018-04-02,1.061,-0.469
2018-04-03,1.056,-0.4713
2018-04-04,1.042,-1.3258
2018-04-09,1.038,-0.3839
2018-04-10,1.06,2.1195
2018-04-11,1.061,0.0943
2018-04-12,1.036,-2.3563
2018-04-13,1.034,-0.1931
2018-04-16,1.019,-1.4507
2018-04-17,0.979,-3.9254
2018-04-18,1.0,2.145
2018-04-19,1.007,0.7
2018-04-20,0.989,-1.7875
2018-04-23,0.986,-0.3033
2018-04-24,1.022,3.6511
2018-04-25,1.014,-0.7828
2018-04-26,0.983,-3.0572
2018-04-27,0.989,0.6104
2018-05-02,0.992,0.3033
2018-05-03,0.997,0.504
2018-05-04,0.99,-0.7021
2018-05-07,1.034,4.4444
2018-05-08,1.043,0.8704
2018-05-09,1.044,0.0959
2018-05-10,1.053,0.8621
2018-05-11,1.088,3.3238
2018-05-14,1.1,1.1029
2018-05-15,1.116,1.4545
2018-05-16,1.102,-1.2545
2018-05-17,1.098,-0.363
2018-05-18,1.101,0.2732
2018-05-21,1.111,0.9083
2018-05-22,1.116,0.45
2018-05-23,1.094,-1.9713
2018-05-24,1.099,0.457
2018-05-25,1.063,-3.2757
2018-05-28,1.062,-0.0941
2018-05-29,1.061,-0.0942
2018-05-30,1.018,-4.0528
2018-05-31,1.025,0.6876
2018-06-01,1.016,-0.878
2018-06-04,0.969,-4.626
2018-06-05,1.008,4.0248
2018-06-06,1.035,2.6786
2018-06-07,1.041,0.5797
2018-06-08,1.039,-0.1921
2018-06-11,1.043,0.385
2018-06-12,1.033,-0.9588
2018-06-13,1.015,-1.7425
2018-06-14,1.015,0.0
2018-06-15,0.984,-3.0542
2018-06-19,0.916,-6.9106
2018-06-20,0.944,3.0568
2018-06-21,0.909,-3.7076
2018-06-22,0.954,4.9505
2018-06-25,0.967,1.3627
2018-06-26,0.984,1.758
2018-06-27,0.97,-1.4228
2018-06-28,0.948,-2.268
2018-06-29,0.988,4.2194
2018-06-30,0.988,0.0
2018-07-02,0.97,-1.8219
2018-07-03,0.969,-0.1031
2018-07-04,0.934,-3.612
2018-07-05,0.919,-1.606
2018-07-06,0.922,0.3264
2018-07-09,0.941,2.0607
2018-07-10,0.962,2.2317
2018-07-11,0.974,1.2474
2018-07-12,0.991,1.7454
2018-07-13,0.997,0.6054
2018-07-16,0.982,-1.5045
2018-07-17,1.003,2.1385
2018-07-18,0.983,-1.994
2018-07-19,0.977,-0.6104
2018-07-20,0.996,1.9447
2018-07-23,1.015,1.9076
2018-07-24,1.019,0.3941
2018-07-25,0.997,-2.159
2018-07-26,0.981,-1.6048
2018-07-27,0.97,-1.1213
2018-07-30,0.959,-1.134
2018-07-31,0.939,-2.0855
2018-08-01,0.915,-2.5559
2018-08-02,0.898,-1.8579
2018-08-03,0.883,-1.6704
2018-08-06,0.857,-2.9445
2018-08-07,0.877,2.3337
2018-08-08,0.859,-2.0525
2018-08-09,0.888,3.376
2018-08-10,0.895,0.7883
2018-08-13,0.899,0.4469
2018-08-14,0.889,-1.1123
2018-08-15,0.864,-2.8121
2018-08-16,0.856,-0.9259
2018-08-17,0.843,-1.5187
2018-08-20,0.855,1.4235
2018-08-21,0.861,0.7018
2018-08-22,0.835,-3.0197
2018-08-23,0.855,2.3952
2018-08-24,0.841,-1.6374
2018-08-27,0.857,1.9025
2018-08-28,0.867,1.1669
2018-08-29,0.855,-1.3841
2018-08-30,0.846,-1.0526
2018-08-31,0.829,-2.0095
2018-09-03,0.828,-0.1206
2018-09-04,0.835,0.8454
2018-09-05,0.812,-2.7545
2018-09-06,0.806,-0.7389
2018-09-07,0.809,0.3722
2018-09-10,0.781,-3.4611
2018-09-11,0.786,0.6402
2018-09-12,0.804,2.2901
2018-09-13,0.815,1.3682
2018-09-14,0.822,0.8589
2018-09-17,0.805,-2.0681
2018-09-18,0.826,2.6087
2018-09-19,0.842,1.937
2018-09-20,0.846,0.4751
2018-09-21,0.866,2.3641
2018-09-25,0.858,-0.9238
2018-09-26,0.866,0.9324
2018-09-27,0.846,-2.3095
2018-09-28,0.852,0.7092
2018-10-08,0.805,-5.5164
2018-10-09,0.794,-1.3665
2018-10-10,0.792,-0.2519
2018-10-11,0.741,-6.4394
2018-10-12,0.746,0.6748
2018-10-15,0.751,0.6702
2018-10-16,0.735,-2.1305
2018-10-17,0.745,1.3605
2018-10-18,0.736,-1.2081
2018-10-19,0.759,3.125
2018-10-22,0.795,4.7431
2018-10-23,0.771,-3.0189
2018-10-24,0.78,1.1673
2018-10-25,0.779,-0.1282
2018-10-26,0.771,-1.027
2018-10-29,0.759,-1.5564
2018-10-30,0.771,1.581
2018-10-31,0.778,0.9079
2018-11-01,0.782,0.5141
2018-11-02,0.808,3.3248
2018-11-05,0.81,0.2475
2018-11-06,0.805,-0.6173
2018-11-07,0.807,0.2484
2018-11-08,0.8,-0.8674
2018-11-09,0.802,0.25
2018-11-12,0.829,3.3666
2018-11-13,0.841,1.4475
2018-11-14,0.834,-0.8323
2018-11-15,0.844,1.199
2018-11-16,0.85,0.7109
2018-11-19,0.853,0.3529
2018-11-20,0.83,-2.6964
2018-11-21,0.838,0.9639
2018-11-22,0.833,-0.5967
2018-11-23,0.807,-3.1212
2018-11-26,0.811,0.4957
2018-11-27,0.823,1.4797
2018-11-28,0.847,2.9162
2018-11-29,0.833,-1.6529
2018-11-30,0.845,1.4406
2018-12-03,0.859,1.6568
2018-12-04,0.862,0.3492
2018-12-05,0.865,0.348
2018-12-06,0.854,-1.2717
2018-12-07,0.855,0.1171
2018-12-10,0.852,-0.3509
2018-12-11,0.857,0.5869
2018-12-12,0.866,1.0502
2018-12-13,0.872,0.6928
2018-12-14,0.85,-2.5229
2018-12-17,0.844,-0.7059
2018-12-18,0.841,-0.3555
2018-12-19,0.83,-1.308
2018-12-20,0.83,0.0
2018-12-21,0.824,-0.7229
2018-12-24,0.829,0.6068
2018-12-25,0.82,-1.0856
2018-12-26,0.815,-0.6098
2018-12-27,0.813,-0.2454
2018-12-28,0.814,0.123
2018-12-31,0.814,0.0
2019-01-02,0.809,-0.6143
2019-01-03,0.805,-0.4944
2019-01-04,0.83,3.1056
2019-01-07,0.838,0.9639
2019-01-08,0.842,0.4773
2019-01-09,0.837,-0.5938
2019-01-10,0.829,-0.9558
2019-01-11,0.835,0.7238
2019-01-14,0.827,-0.9581
2019-01-15,0.843,1.9347
2019-01-16,0.847,0.4745
2019-01-17,0.839,-0.9445
2019-01-18,0.845,0.7151
2019-01-21,0.847,0.2367
2019-01-22,0.836,-1.2987
2019-01-23,0.837,0.1196
2019-01-24,0.84,0.3584
2019-01-25,0.846,0.7143
2019-01-28,0.838,-0.9456
2019-01-29,0.834,-0.4773
2019-01-30,0.826,-0.9592
2019-01-31,0.829,0.3632
2019-02-01,0.855,3.1363
2019-02-11,0.871,1.8713
2019-02-12,0.875,0.4592
2019-02-13,0.895,2.2857
2019-02-14,0.905,1.1173
2019-02-15,0.887,-1.989
2019-02-18,0.917,3.3822
2019-02-19,0.916,-0.1091
2019-02-20,0.921,0.5459
2019-02-21,0.924,0.3257
2019-02-22,0.954,3.2468
2019-02-25,1.017,6.6038
2019-02-26,1.012,-0.4916
2019-02-27,0.998,-1.3834
2019-02-28,0.995,-0.3006
2019-03-01,1.012,1.7085
2019-03-04,1.023,1.087
2019-03-05,1.029,0.5865
2019-03-06,1.043,1.3605
2019-03-07,1.054,1.0547
2019-03-08,1.002,-4.9336
2019-03-11,1.044,4.1916
2019-03-12,1.062,1.7241
2019-03-13,1.05,-1.1299
2019-03-14,1.028,-2.0952
2019-03-15,1.039,1.07
2019-03-18,1.06,2.0212
2019-03-19,1.057,-0.283
2019-03-20,1.052,-0.473
2019-03-21,1.064,1.1407
2019-03-22,1.063,-0.094
2019-03-25,1.043,-1.8815
2019-03-26,1.012,-2.9722
2019-03-27,1.019,0.6917
2019-03-28,1.001,-1.7664
2019-03-29,1.047,4.5954
2019-04-01,1.081,3.2474
2019-04-02,1.087,0.555
2019-04-03,1.108,1.9319
2019-04-04,1.117,0.8123
2019-04-08,1.112,-0.4476
2019-04-09,1.114,0.1799
2019-04-10,1.114,0.0
2019-04-11,1.085,-2.6032
2019-04-12,1.071,-1.2903
2019-04-15,1.068,-0.2801
2019-04-16,1.093,2.3408
2019-04-17,1.101,0.7319
2019-04-18,1.085,-1.4532
2019-04-19,1.103,1.659
2019-04-22,1.07,-2.9918
2019-04-23,1.061,-0.8411
2019-04-24,1.063,0.1885
2019-04-25,1.034,-2.7281
2019-04-26,1.028,-0.5803
2019-04-29,1.006,-2.1401
2019-04-30,1.011,0.497
2019-05-06,0.941,-6.9238
2019-05-07,0.95,0.9564
2019-05-08,0.94,-1.0526
2019-05-09,0.93,-1.0638
2019-05-10,0.962,3.4409
2019-05-13,0.944,-1.8711
2019-05-14,0.937,-0.7415
2019-05-15,0.955,1.921
2019-05-16,0.961,0.6283
2019-05-17,0.928,-3.4339
2019-05-20,0.926,-0.2155
2019-05-21,0.938,1.2959
2019-05-22,0.934,-0.4264
2019-05-23,0.918,-1.7131
2019-05-24,0.918,0.0
2019-05-27,0.935,1.8519
2019-05-28,0.935,0.0
2019-05-29,0.935,0.0
2019-05-30,0.928,-0.7487
2019-05-31,0.924,-0.431
2019-06-03,0.92,-0.4329
2019-06-04,0.91,-1.087
2019-06-05,0.916,0.6593
2019-06-06,0.906,-1.0917
2019-06-10,0.909,0.3311
2019-06-11,0.937,3.0803
2019-06-12,0.929,-0.8538
2019-06-13,0.93,0.1076
2019-06-14,0.919,-1.1828
2019-06-17,0.921,0.2176
2019-06-18,0.921,0.0
2019-06-19,0.93,0.9772
2019-06-20,0.958,3.0108
2019-06-21,0.965,0.7307
2019-06-24,0.964,-0.1036
2019-06-25,0.964,0.0
2019-06-26,0.952,-1.2448
2019-06-27,0.963,1.1555
2019-06-28,0.958,-0.5192
2019-06-30,0.958,0.0
2019-07-01,0.977,1.9833
2019-07-02,0.973,-0.4094
2019-07-03,0.963,-1.0277
2019-07-04,0.944,-1.973
2019-07-05,0.95,0.6356
2019-07-08,0.92,-3.1579
2019-07-09,0.923,0.3261
2019-07-10,0.917,-0.6501
2019-07-11,0.924,0.7634
2019-07-12,0.928,0.4329
2019-07-15,0.934,0.6466
2019-07-16,0.935,0.1071
2019-07-17,0.934,-0.107
2019-07-18,0.927,-0.7495
2019-07-19,0.954,2.9126
2019-07-22,0.97,1.6771
2019-07-23,0.968,-0.2062
2019-07-24,0.972,0.4132
2019-07-25,0.974,0.2058
2019-07-26,0.968,-0.616
2019-07-29,0.961,-0.7231
2019-07-30,0.973,1.2487
2019-07-31,0.962,-1.1305
2019-08-01,0.946,-1.6632
2019-08-02,0.937,-0.9514
2019-08-05,0.94,0.3202
2019-08-06,0.929,-1.1702
2019-08-07,0.938,0.9688
2019-08-08,0.939,0.1066
2019-08-09,0.929,-1.065
2019-08-12,0.938,0.9688
2019-08-13,0.941,0.3198
2019-08-14,0.936,-0.5313
2019-08-15,0.939,0.3205
2019-08-16,0.94,0.1065
2019-08-19,0.957,1.8085
2019-08-20,0.957,0.0
2019-08-21,0.96,0.3135
2019-08-22,0.956,-0.4167
2019-08-23,0.949,-0.7322
2019-08-26,0.94,-0.9484
2019-08-27,0.955,1.5957
2019-08-28,0.948,-0.733
2019-08-29,0.941,-0.7384
2019-08-30,0.939,-0.2125
2019-09-02,0.958,2.0234
2019-09-03,0.958,0.0
2019-09-04,0.977,1.9833
2019-09-05,0.995,1.8424
2019-09-06,1.001,0.603
2019-09-09,1.018,1.6983
2019-09-10,1.017,-0.0982
2019-09-11,1.013,-0.3933
2019-09-12,1.034,2.0731
2019-09-16,1.024,-0.9671
2019-09-17,1.001,-2.2461
2019-09-18,0.998,-0.2997
2019-09-19,1.007,0.9018
2019-09-20,1.002,-0.4965
2019-09-23,0.994,-0.7984
2019-09-24,0.995,0.1006
2019-09-25,0.985,-1.005
2019-09-26,0.974,-1.1168
2019-09-27,0.978,0.4107
2019-09-30,0.956,-2.2495
2019-10-08,0.957,0.1046
2019-10-09,0.965,0.8359
2019-10-10,0.973,0.829
2019-10-11,0.981,0.8222
2019-10-14,0.988,0.7136
2019-10-15,0.977,-1.1134
2019-10-16,0.971,-0.6141
2019-10-17,0.968,-0.309
2019-10-18,0.954,-1.4463
2019-10-21,0.95,-0.4193
2019-10-22,0.958,0.8421
2019-10-23,0.949,-0.9395
2019-10-24,0.954,0.5269
2019-10-25,0.96,0.6289
2019-10-28,0.972,1.25
2019-10-29,0.955,-1.749
2019-10-30,0.956,0.1047
2019-10-31,0.95,-0.6276
2019-11-01,0.96,1.0526
2019-11-04,0.97,1.0417
2019-11-05,0.988,1.8557
2019-11-06,0.994,0.6073
2019-11-07,0.99,-0.4024
2019-11-08,0.98,-1.0101
2019-11-11,0.959,-2.1429
2019-11-12,0.956,-0.3128
2019-11-13,0.955,-0.1046
2019-11-14,0.955,0.0
2019-11-15,0.943,-1.2565
2019-11-18,0.958,1.5907
2019-11-19,0.994,3.7578
2019-11-20,0.996,0.2012
2019-11-21,0.995,-0.1004
2019-11-22,1.008,1.3065
2019-11-25,1.014,0.5952
2019-11-26,1.03,1.5779
2019-11-27,1.047,1.6505
2019-11-28,1.043,-0.382
2019-11-29,1.04,-0.2876
2019-12-02,1.033,-0.6731
2019-12-03,1.039,0.5808
2019-12-04,1.058,1.8287
2019-12-05,1.083,2.3629
2019-12-06,1.088,0.4617
2019-12-09,1.082,-0.5515
2019-12-10,1.081,-0.0924
2019-12-11,1.065,-1.4801
2019-12-12,1.058,-0.6573
2019-12-13,1.083,2.3629
2019-12-16,1.093,0.9234
2019-12-17,1.126,3.0192
2019-12-18,1.118,-0.7105
2019-12-19,1.119,0.0894
2019-12-20,1.122,0.2681
2019-12-23,1.128,0.5348
2019-12-24,1.189,5.4078
2019-12-25,1.208,1.598
2019-12-26,1.214,0.4967
2019-12-27,1.208,-0.4942
2019-12-30,1.223,1.2417
2019-12-31,1.225,0.1635
2020-01-02,1.245,1.6327
2020-01-03,1.265,1.6064
2020-01-06,1.314,3.8735
2020-01-07,1.311,-0.2283
2020-01-08,1.311,0.0
2020-01-09,1.332,1.6018
2020-01-10,1.326,-0.4505
2020-01-13,1.354,2.1116
2020-01-14,1.376,1.6248
2020-01-15,1.355,-1.5262
2020-01-16,1.349,-0.4428
2020-01-17,1.347,-0.1483
2020-01-20,1.367,1.4848
2020-01-21,1.339,-2.0483
2020-01-22,1.392,3.9582
2020-01-23,1.364,-2.0115
2020-02-03,1.265,-7.2581
2020-02-04,1.354,7.0356
2020-02-05,1.409,4.062
2020-02-06,1.446,2.626
2020-02-07,1.4,-3.1812
2020-02-10,1.475,5.3571
2020-02-11,1.465,-0.678
2020-02-12,1.53,4.4369
2020-02-13,1.522,-0.5229
2020-02-14,1.499,-1.5112
2020-02-17,1.546,3.1354
2020-02-18,1.558,0.7762
2020-02-19,1.494,-4.1078
2020-02-20,1.512,1.2048
2020-02-21,1.532,1.3228
2020-02-24,1.504,-1.8277
2020-02-25,1.54,2.3936
2020-02-26,1.461,-5.1299
2020-02-27,1.446,-1.0267
2020-02-28,1.343,-7.1231
2020-03-02,1.373,2.2338
2020-03-03,1.397,1.748
2020-03-04,1.382,-1.0737
2020-03-05,1.389,0.5065
2020-03-06,1.38,-0.6479
2020-03-09,1.291,-6.4493
2020-03-10,1.338,3.6406
2020-03-11,1.315,-1.719
2020-03-12,1.276,-2.9658
2020-03-13,1.256,-1.5674
2020-03-16,1.161,-7.5637
2020-03-17,1.146,-1.292
2020-03-18,1.13,-1.3962
2020-03-19,1.126,-0.354
2020-03-20,1.126,0.0
2020-03-23,1.041,-7.5488
2020-03-24,1.067,2.4976
2020-03-25,1.116,4.5923
2020-03-26,1.086,-2.6882
2020-03-27,1.072,-1.2891
2020-03-30,1.045,-2.5187
2020-03-31,1.046,0.0957
2020-04-01,1.068,2.1033
2020-04-02,1.098,2.809
2020-04-03,1.087,-1.0018
2020-04-07,1.125,3.4959
2020-04-08,1.111,-1.2444
2020-04-09,1.105,-0.5401
2020-04-10,1.084,-1.9005
2020-04-13,1.064,-1.845
2020-04-14,1.121,5.3571
2020-04-15,1.136,1.3381
2020-04-16,1.152,1.4085
2020-04-17,1.157,0.434
2020-04-20,1.166,0.7779
2020-04-21,1.144,-1.8868
2020-04-22,1.146,0.1748
2020-04-23,1.143,-0.2618
2020-04-24,1.139,-0.35
2020-04-27,1.151,1.0536
2020-04-28,1.155,0.3475
2020-04-29,1.153,-0.1732
2020-04-30,1.211,5.0304
2020-05-06,1.227,1.3212
2020-05-07,1.225,-0.163
2020-05-08,1.233,0.6531
2020-05-11,1.213,-1.6221
2020-05-12,1.221,0.6595
2020-05-13,1.226,0.4095
2020-05-14,1.207,-1.5498
2020-05-15,1.23,1.9056
2020-05-18,1.202,-2.2764
2020-05-19,1.216,1.1647
2020-05-20,1.257,3.3717
2020-05-21,1.226,-2.4662
2020-05-22,1.184,-3.4258
2020-05-25,1.171,-1.098
2020-05-26,1.227,4.7822
2020-05-27,1.247,1.63
2020-05-28,1.228,-1.5237
2020-05-29,1.247,1.5472
2020-06-01,1.28,2.6464
2020-06-02,1.274,-0.4688
2020-06-03,1.271,-0.2355
2020-06-04,1.307,2.8324
2020-06-05,1.308,0.0765
2020-06-08,1.316,0.6116
2020-06-09,1.329,0.9878
2020-06-10,1.338,0.6772
2020-06-11,1.341,0.2242
2020-06-12,1.317,-1.7897
2020-06-15,1.302,-1.139
2020-06-16,1.338,2.765
2020-06-17,1.323,-1.1211
2020-06-18,1.336,0.9826
2020-06-19,1.408,5.3892
2020-06-22,1.429,1.4915
2020-06-23,1.432,0.2099
2020-06-24,1.429,-0.2095
2020-06-29,1.425,-0.2799
2020-06-30,1.443,1.2632
2020-07-01,1.45,0.4851
2020-07-02,1.441,-0.6207
2020-07-03,1.467,1.8043
2020-07-06,1.513,3.1357
2020-07-07,1.587,4.8909
2020-07-08,1.617,1.8904
2020-07-09,1.635,1.1132
2020-07-10,1.633,-0.1223
2020-07-13,1.695,3.7967
2020-07-14,1.645,-2.9499
2020-07-15,1.609,-2.1884
2020-07-16,1.527,-5.0963
2020-07-17,1.522,-0.3274
2020-07-20,1.556,2.2339
2020-07-21,1.578,1.4139
2020-07-22,1.587,0.5703
2020-07-23,1.587,0.0
2020-07-24,1.493,-5.9231
2020-07-27,1.49,-0.2009
2020-07-28,1.524,2.2819
2020-07-29,1.573,3.2152
2020-07-30,1.569,-0.2543
2020-07-31,1.576,0.4461
2020-08-03,1.618,2.665
2020-08-04,1.612,-0.3708
2020-08-05,1.648,2.2333
2020-08-06,1.67,1.335
2020-08-07,1.674,0.2395
2020-08-10,1.663,-0.6571
2020-08-11,1.637,-1.5634
2020-08-12,1.615,-1.3439
2020-08-13,1.617,0.1238
2020-08-14,1.623,0.3711
2020-08-17,1.626,0.1848
2020-08-18,1.637,0.6765
2020-08-19,1.585,-3.1765
2020-08-20,1.551,-2.1451
2020-08-21,1.569,1.1605
2020-08-24,1.589,1.27
2020-08-25,1.568,-1.32
2020-08-26,1.525,-2.74
2020-08-27,1.552,1.77
2020-08-28,1.574,1.42
2020-08-31,1.572,-0.13
2020-09-01,1.617,2.86
2020-09-02,1.623,0.37
2020-09-03,1.598,-1.54
2020-09-04,1.579,-1.19
2020-09-07,1.551,-1.77
2020-09-08,1.546,-0.32
2020-09-09,1.51,-2.33
2020-09-10,1.485,-1.66
2020-09-11,1.515,2.02
2020-09-14,1.548,2.18
2020-09-15,1.585,2.39
2020-09-16,1.589,0.25
2020-09-17,1.626,2.33
2020-09-18,1.639,0.8
2020-09-21,1.643,0.24
2020-09-22,1.619,-1.46
2020-09-23,1.622,0.19
2020-09-24,1.578,-2.71
2020-09-25,1.593,0.95
2020-09-28,1.596,0.19
2020-09-29,1.637,2.57
2020-09-30,1.652,0.92
2020-10-09,1.763,6.72
2020-10-12,1.824,3.46
2020-10-13,1.844,1.1
2020-10-14,1.859,0.81
2020-10-15,1.834,-1.34
2020-10-16,1.795,-2.13
2020-10-19,1.789,-0.33
2020-10-20,1.858,3.86
2020-10-21,1.801,-3.07
2020-10-22,1.8,-0.06
2020-10-23,1.76,-2.22
2020-10-26,1.802,2.39
2020-10-27,1.848,2.55
2020-10-28,1.894,2.49
2020-10-29,1.889,-0.26
2020-10-30,1.858,-1.64
2020-11-02,1.937,4.25
2020-11-03,1.918,-0.98
2020-11-04,1.932,0.73
2020-11-05,2.041,5.64
2020-11-06,2.031,-0.49
2020-11-09,2.07,1.92
2020-11-10,2.045,-1.21
2020-11-11,1.98,-3.18
2020-11-12,2.006,1.31
2020-11-13,2.049,2.14
2020-11-16,2.046,-0.15
2020-11-17,1.989,-2.79
2020-11-18,1.943,-2.31
2020-11-19,1.948,0.26
2020-11-20,1.986,1.95
2020-11-23,2.06,3.73
2020-11-24,2.094,1.65
2020-11-25,2.035,-2.82
2020-11-26,2.012,-1.13
2020-11-27,1.993,-0.94
2020-11-30,1.991,-0.1
2020-12-01,2.016,1.26
2020-12-02,2.0,-0.79
2020-12-03,1.978,-1.1
2020-12-04,2.027,2.48
2020-12-07,2.07,2.12
2020-12-08,2.137,3.24
2020-12-09,2.121,-0.75
2020-12-10,2.106,-0.71
2020-12-11,2.091,-0.71
2020-12-14,2.186,4.54
2020-12-15,2.219,1.51
2020-12-16,2.244,1.13
2020-12-17,2.28,1.6
2020-12-18,2.37,3.95
2020-12-21,2.497,5.36
2020-12-22,2.44,-2.28
2020-12-23,2.495,2.25
2020-12-24,2.485,-0.4
2020-12-25,2.633,5.96
2020-12-28,2.663,1.14
2020-12-29,2.521,-5.33
2020-12-30,2.623,4.05
2020-12-31,2.703,3.05
2021-01-04,2.885,6.73
2021-01-05,2.942,1.98
